Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Texmaco Infrastructure & Holdings Ltd,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,Active,B ,1,INE435C01024,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
"Wendt (India) Ltd.,",WENDT,WENDT (INDIA) LTD.,Active,B ,10,INE274C01019,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
Sindu Valley Technologies Ltd.,SINDUVA,SINDU VALLEY TECHNOLOGIES LTD.,Active,XT,10,INE809Q01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Responsive Industries Ltd,RESPONIND,RESPONSIVE INDUSTRIES LTD.,Active,B ,1,INE688D01026,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
"Shyamkamal Investments Ltd.,",SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Active,X ,10,INE203N01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Maharashtra Corporation Ltd.,MAHACORP,MAHARASHTRA CORPORATION LTD.,Active,XT,1,INE272E01027,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
DOLAT ALGOTECH LIMITED,DOLATALGO,Dolat Algotech Ltd,Active,B ,1,INE966A01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
WESTLIFE FOODWORLD LIMITED,WESTLIFE,Westlife Foodworld Ltd,Active,A ,2,INE274F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
Zee Entertainment Enterprises Ltd.,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1,INE256A01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
"Kovalam Inv. & Trading Co.Ltd.,",ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.,Active,XT,10,INE735U01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,SVP Global Textiles Ltd,Active,T ,1,INE308E01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Multiplus Holdings Ltd.,",MULTIIN,MULTIPLUS HOLDINGS LTD.,Active,XT,10,INE886E01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Skyline Millars Ltd,SKYLMILAR,SKYLINE MILLARS LTD.,Active,X ,1,INE178E01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Bimetal Bearings Ltd,BIMETAL,BIMETAL BEARINGS LTD.-$,Active,X ,10,INE469A01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Taparia Tools Ltd.,",TAPARIA,TAPARIA TOOLS LTD.,Active,XT,10,INE614R01014,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
"Bharat Gears Ltd.,",BHARATGEAR,BHARAT GEARS LTD.,Active,B ,10,INE561C01019,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Brady & Morris Engineering Co. Ltd.,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,Active,XT,10,INE856A01017,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
La Tim Metal & Industries Limited,LATIMMETAL,La Tim Metal & Industries Ltd,Active,XT,1,INE501N01020,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
"Elecon Engineering Co.Ltd.,",ELECON,ELECON ENGINEERING CO.LTD.,Active,A ,2,INE205B01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Deccan Bearings Ltd.,",DECANBRG,DECCAN BEARINGS LTD.,Active,XT,10,INE498D01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
"Grauer & Weil (India) Ltd.,",GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,Active,B ,1,INE266D01021,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
HIM TEKNOFORGE LIMITED,HIMTEK,Him Teknoforge Ltd,Active,XT,2,INE705G01021,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Gabriel India Ltd.,GABRIEL,GABRIEL INDIA LTD.-$,Active,A ,1,INE524A01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Hercules Hoists Ltd.,",HERCULES,HERCULES HOISTS LTD.,Active,B ,1,INE688E01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
ALGOQUANT FINTECH LIMITED,AQFINTECH,Algoquant Fintech Ltd,Active,X ,2,INE598D01027,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
IFB Industries Limited,IFBIND,IFB INDUSTRIES LTD.,Active,A ,10,INE559A01017,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
Singer India Limited,SINGER,SINGER INDIA LTD.,Active,X ,2,INE638A01035,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
International Combustion (India) Lt,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,Active,XT,10,INE403C01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Federal-Mogul Goetze (India) Ltd,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,B ,10,INE529A01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Josts Engineering Co. Ltd.,",JOSTS,JOST'S ENGINEERING CO.LTD.,Active,XT,2,INE636D01033,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Schaeffler India Limited,SCHAEFFLER,Schaeffler India Ltd,Active,A ,2,INE513A01022,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Mipco Seamless Rings (Gujarat) Ltd.,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,Active,XT,10,INE860N01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Rane Holdings Ltd.,RANEHOLDIN,RANE HOLDINGS LTD.,Active,B ,10,INE384A01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
"Rolcon Engineering Co. Ltd.,",ROLCOEN,ROLCON ENGINEERING CO.LTD.,Active,P ,10,INE775R01013,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
SNL Bearings Ltd.,SNL,SNL BEARINGS LTD.,Active,X ,10,INE568F01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Jaipan Industries Ltd,JAIPAN,JAIPAN INDUSTRIES LTD.,Active,XT,10,INE058D01030,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
Mangal Credit and Fincorp Limited,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,Active,X ,10,INE545L01039,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TRF Ltd,TRF,TRF LTD.-$,Active,B ,10,INE391D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
WPIL Ltd,WPIL,WPIL LTD.,Active,B ,10,INE765D01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Kennametal India Limtied,KENNAMET,KENNAMETAL INDIA LTD.-$,Active,A ,10,INE717A01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
HINDUSTAN HARDY LIMITED,HINDHARD,Hindustan Hardy Ltd,Active,XT,10,INE724D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
"Triton Valves Ltd.,",TRITONV,TRITON VALVES LTD.,Active,X ,10,INE440G01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Sudal Industries Limited,SUDAI,SUDAL INDUSTRIES LTD.,Active,X ,10,INE618D01015,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
"Prakash Industries Ltd.,",PRAKASH,PRAKASH INDUSTRIES LTD.,Active,B ,10,INE603A01013,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
HARIYANA VENTURES LIMITED,HVL,Hariyana Ventures Ltd,Active,ZP,10,INE219D01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
"Prabhu Steel Industries Ltd.,",ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,Active,XT,10,INE821R01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Arshiya Limited,ARSHIYA,Arshiya Limited,Active,T ,2,INE968D01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Grindwell Norton Ltd.,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A ,5,INE536A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
"Lakshmi Precision Screws Ltd.,",LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,Z ,10,INE651C01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Stanrose Mafatlal Investments & Fin,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Active,X ,10,INE441L01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Genesys International Corporation Ltd.,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,Active,B ,5,INE727B01026,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
"Alna Trading & Exports Ltd.,",ALNATRD,ALNA TRADING & EXPORTS LTD.,Active,P ,10,INE07I701011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Pankaj Piyush Trade & Inv. Ltd,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Active,XT,10,INE820M01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Parnax Lab Limited,PARNAXLAB,PARNAX LAB LTD.,Active,XT,10,INE383L01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Intellivate Capital Ventures Limited,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Active,XT,1,INE512D01028,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Visagar Polytex Ltd,VIVIDHA,VISAGAR POLYTEX LTD.,Active,B ,1,INE370E01029,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Ishwarshakti Holdings & Traders Ltd,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Active,XT,10,INE073I01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Terraform Magnum Limited,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P ,10,INE122V01010,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Apis India Ltd,APIS,APIS INDIA LTD.,Active,XT,10,INE070K01014,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
VELOX INDUSTRIES LIMITED,VELOXIND,Velox Industries Ltd,Active,XT,10,INE092P01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,EMERGENT,Emergent Industrial Solutions Ltd,Active,XT,10,INE668L01013,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Kanani Industries Ltd,KANANIIND,KANANI INDUSTRIES LTD.,Active,T ,1,INE879E01037,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
GALAXY CLOUD KITCHENS LIMITED,GCKL,Galaxy Cloud Kitchens Ltd-$,Active,X ,10,INE403B01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
"Sarvamangal Mercantile Co. Ltd.,",ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,Active,XT,10,INE978L01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Arihant Superstructures Limited,ASL,Arihant Superstructures Limited,Active,B ,10,INE643K01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Viksit Engineering Ltd,VIKSHEN,VIKSIT ENGINEERING LTD.,Active,XT,10,INE965V01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Bliss GVS Pharma Limited,BLISSGVS,BLISS GVS PHARMA LTD.,Active,B ,1,INE416D01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Styrenix Performance Materials Limited,STYRENIX,Styrenix Performance Materials Ltd,Active,B ,10,INE189B01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Alembic  Ltd,ALEMBICLTD,ALEMBIC LTD.,Active,B ,2,INE426A01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Amines & Plasticizers Ltd,AMNPLST,AMINES & PLASTICIZERS LTD.,Active,X ,2,INE275D01022,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
"Anuh Pharma Ltd.,",ANUHPHR,ANUH PHARMA LTD.,Active,X ,5,INE489G01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MODISON LIMITED,MODISONLTD,Modison Ltd-$,Active,T ,1,INE737D01021,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Bayer CropScience Limited.,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10,INE462A01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Sashwat Technocrats Limited,SASHWAT,Sashwat Technocrats Limited,Active,P ,10,INE789D01014,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
"Chemo Pharma Laboratories Ltd.,",CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,Active,XT,10,INE320M01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Heubach Colorants India Limited,HEUBACHIND,Heubach Colorants India Ltd,Active,B ,10,INE492A01029,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
Coromandel International Limited,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A ,1,INE169A01031,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Deepak Nitrite Limited,DEEPAKNI,DEEPAK NITRITE LTD.-$,Active,A ,2,INE288B01029,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,DMCC Speciality Chemicals Ltd,Active,B ,10,INE505A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
FERMENTA BIOTECH LIMITED,FERMENTA,Fermenta Biotech Ltd,Active,X ,5,INE225B01021,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
GOCL Corporation Limited,GOCLCORP,GOCL Corporation Ltd-$,Active,B ,2,INE077F01035,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
"Jayshree Chemicals Ltd.,",JAYCH,JAYSHREE CHEMICALS LTD.,Active,X ,10,INE693E01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Kanoria Chemicals & Industries Ltd.,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,Active,B ,5,INE138C01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Keltech Energies Ltd.,KELENRG,KELTECH ENERGIES LTD.,Active,XT,10,INE881E01017,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives
Kemp & Company Limited,KEMP,KEMP & COMPANY LTD.,Active,X ,10,INE060E01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Nitta Gelatin India Ltd,NITTAGELA,NITTA GELATIN INDIA LTD.-$,Active,X ,10,INE265B01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
"M.P. Agro Industries Ltd.,",MPAGI,M.P.AGRO INDUSTRIES LTD.,Active,X ,10,INE468C01017,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
"Oriental Carbon & Chemicals Ltd.,",ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,B ,10,INE321D01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
PCBL LIMITED,PCBL,PCBL Ltd,Active,A ,1,INE602A01031,Carbon Black,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
Amal Ltd,AMAL,AMAL LTD.,Active,X ,10,INE841D01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Polychem Ltd,POLYCHEM,POLYCHEM LTD.,Active,XT,10,INE752B01024,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Active,B ,10,INE277B01014,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
"Gujchem Distillers India Ltd.,",GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,Active,XT,1,INE218N01021,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
"Sadhana Nitrochem Ltd.,",SADHNANIQ,SADHANA NITROCHEM LTD.,Active,B ,1,INE888C01040,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
"Sudarshan Chemical Indus. Ltd.,",SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,A ,2,INE659A01023,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
